dot_values,colour_values,participant,response,response_time,date,correct_response,answered_correctly
,,114,m,0.0738818645477,2016_Jul_15_1542,z,0
2.0,Brown,114,m,0.0900180339813,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.217971086502,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.106188058853,2016_Jul_15_1542,m,1
,,114,z,0.402239084244,2016_Jul_15_1542,z,1
7.0,Green,114,m,0.257952213287,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.114166021347,2016_Jul_15_1542,m,1
9.0,LightPink,114,m,0.105740070343,2016_Jul_15_1542,m,1
2.0,Brown,114,m,0.065838098526,2016_Jul_15_1542,m,1
4.0,Purple,114,,,2016_Jul_15_1542,m,0
1.0,Orange,114,m,0.242079973221,2016_Jul_15_1542,m,1
,,114,z,0.401795148849,2016_Jul_15_1542,z,1
8.0,DarkGray,114,m,0.394037008286,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.249898910522,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.273855924606,2016_Jul_15_1542,m,1
7.0,Green,114,m,0.265740156174,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.265773057938,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.194045066833,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.321948051453,2016_Jul_15_1542,m,1
,,114,z,0.417752981186,2016_Jul_15_1542,z,1
6.0,Blue,114,m,0.225857973099,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.249937057495,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.0977599620819,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.0740549564362,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.289934873581,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.21751499176,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.105741977692,2016_Jul_15_1542,m,1
,,114,m,0.0815808773041,2016_Jul_15_1542,z,0
1.0,Red,114,m,0.0335569381714,2016_Jul_15_1542,m,1
8.0,Green,114,m,0.041825056076,2016_Jul_15_1542,m,1
6.0,Yellow,114,m,0.329838991165,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.2577688694,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.27373790741,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.281755924225,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.281761884689,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.185802936554,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.241734981537,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.265759944916,2016_Jul_15_1542,m,1
7.0,Green,114,m,0.289341926575,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.281574964523,2016_Jul_15_1542,m,1
1.0,Orange,114,m,0.20933008194,2016_Jul_15_1542,m,1
8.0,DarkGray,114,m,0.433570146561,2016_Jul_15_1542,m,1
6.0,Yellow,114,m,0.29750585556,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.305294036865,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.177357912064,2016_Jul_15_1542,m,1
,,114,m,0.105209112167,2016_Jul_15_1542,z,0
3.0,Blue,114,m,0.2416908741,2016_Jul_15_1542,m,1
1.0,Red,114,m,0.177332162857,2016_Jul_15_1542,m,1
8.0,Green,114,m,0.193346977234,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.0736858844757,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.265647888184,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.385461091995,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.281179904938,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.16922712326,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.281526088715,2016_Jul_15_1542,m,1
4.0,Purple,114,m,0.265515089035,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.201641082764,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.369477033615,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.337546110153,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.401302099228,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.137423992157,2016_Jul_15_1542,m,1
,,114,z,0.441388845444,2016_Jul_15_1542,z,1
4.0,Purple,114,m,0.28925204277,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.0653610229492,2016_Jul_15_1542,m,1
,,114,z,0.441307067871,2016_Jul_15_1542,z,1
7.0,DarkGray,114,m,0.273632049561,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.0890350341797,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.0092658996582,2016_Jul_15_1542,m,1
,,114,m,0.0733749866486,2016_Jul_15_1542,z,0
2.0,Green,114,m,0.033215045929,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.120986938477,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.201034069061,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.0733850002289,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.0571739673615,2016_Jul_15_1542,m,1
,,114,z,0.345106124878,2016_Jul_15_1542,z,1
5.0,Orange,114,m,0.257174015045,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.073194026947,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.289169073105,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.305057048798,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.273053884506,2016_Jul_15_1542,m,1
4.0,Purple,114,m,0.256905794144,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.257199048996,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.225234031677,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.320911169052,2016_Jul_15_1542,m,1
,,114,m,0.241193056107,2016_Jul_15_1542,z,0
1.0,LightPink,114,m,0.288945198059,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.264850854874,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.168997049332,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.0972311496735,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.313167095184,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.184984922409,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.208829164505,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.281256914139,2016_Jul_15_1542,m,1
,,114,z,0.385217905045,2016_Jul_15_1542,z,1
4.0,Yellow,114,m,0.264773130417,2016_Jul_15_1542,m,1
,,114,m,0.232717037201,2016_Jul_15_1542,z,0
1.0,LightPink,114,m,0.0808730125427,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.0727989673615,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.296821117401,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.272807121277,2016_Jul_15_1542,m,1
,,114,z,0.400720834732,2016_Jul_15_1542,z,1
2.0,DarkGray,114,m,0.384965896606,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.264646053314,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.256957054138,2016_Jul_15_1542,m,1
7.0,Green,114,m,0.248680114746,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.264632940292,2016_Jul_15_1542,m,1
1.0,Orange,114,m,0.144799947739,2016_Jul_15_1542,m,1
8.0,DarkGray,114,m,0.0247950553894,2016_Jul_15_1542,m,1
,,114,m,0.0566051006317,2016_Jul_15_1542,z,0
6.0,Blue,114,m,0.0648880004883,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.0726459026337,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.0405550003052,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.176806926727,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.0565729141235,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.0886690616608,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.0808479785919,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.224814176559,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.0487909317017,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.288546800613,2016_Jul_15_1542,m,1
1.0,Red,114,m,0.176600933075,2016_Jul_15_1542,m,1
8.0,Green,114,m,0.200690031052,2016_Jul_15_1542,m,1
6.0,Yellow,114,m,0.128688097,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.0648350715637,2016_Jul_15_1542,m,1
,,114,z,0.544457912445,2016_Jul_15_1542,z,1
7.0,Brown,114,m,0.264914035797,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.0806698799133,2016_Jul_15_1542,m,1
1.0,Orange,114,m,0.0726809501648,2016_Jul_15_1542,m,1
,,114,z,0.544433116913,2016_Jul_15_1542,z,1
8.0,DarkGray,114,m,0.488577127457,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.256471157074,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.128718852997,2016_Jul_15_1542,m,1
7.0,Green,114,m,0.152540922165,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.168395996094,2016_Jul_15_1542,m,1
9.0,LightPink,114,m,0.104754924774,2016_Jul_15_1542,m,1
2.0,Brown,114,m,0.128431081772,2016_Jul_15_1542,m,1
4.0,Purple,114,m,0.0646030902863,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.0803370475769,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.496295928955,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.280220985413,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.176565885544,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.104344129562,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.280476808548,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.296334981918,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.328433990479,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.248375892639,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.0964958667755,2016_Jul_15_1542,m,1
2.0,Green,114,,,2016_Jul_15_1542,m,0
4.0,Purple,114,m,0.168443918228,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.112293958664,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.0562660694122,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.0723559856415,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.0801010131836,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.0882499217987,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.344467878342,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.271976947784,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.392379999161,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.272149085999,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.272274017334,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.256217956543,2016_Jul_15_1542,m,1
4.0,Purple,114,m,0.224222183228,2016_Jul_15_1542,m,1
1.0,Orange,114,m,0.240367889404,2016_Jul_15_1542,m,1
8.0,DarkGray,114,m,0.15229511261,2016_Jul_15_1542,m,1
,,114,m,0.104310035706,2016_Jul_15_1542,z,0
6.0,Blue,114,m,0.0322949886322,2016_Jul_15_1542,m,1
,,114,,,2016_Jul_15_1542,z,0
9.0,Red,114,m,0.104067802429,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.20804810524,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.176269054413,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.304001092911,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.272020101547,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.239963054657,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.264017820358,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.296277999878,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.311847925186,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.311793088913,2016_Jul_15_1542,m,1
,,114,m,0.215888023376,2016_Jul_15_1542,z,0
8.0,Brown,114,m,0.0797080993652,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.29603099823,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.25591301918,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.0958588123322,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.183815002441,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.0556869506836,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.287671089172,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.191930055618,2016_Jul_15_1542,m,1
1.0,Red,114,m,0.0718958377838,2016_Jul_15_1542,m,1
8.0,Green,114,m,0.255983114243,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.239791154861,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.271861791611,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.423846960068,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.271960020065,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.287974834442,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.231865167618,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.263664007187,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.231770038605,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.383780956268,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.271661043167,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.311665058136,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.407595872879,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.295577049255,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.247486114502,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.287707090378,2016_Jul_15_1542,m,1
,,114,m,0.207648992538,2016_Jul_15_1542,z,0
4.0,Purple,114,m,0.0238530635834,2016_Jul_15_1542,m,1
,,114,m,0.0954020023346,2016_Jul_15_1542,z,0
1.0,Orange,114,m,0.103536844254,2016_Jul_15_1542,m,1
8.0,DarkGray,114,m,0.255578041077,2016_Jul_15_1542,m,1
,,114,z,0.431529998779,2016_Jul_15_1542,z,1
6.0,Blue,114,m,0.271511077881,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.231549978256,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.271537065506,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.175632953644,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.303540945053,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.287513971329,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.247525930405,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.255697965622,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.447602033615,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.247491121292,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.295336961746,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.21532702446,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.207445859909,2016_Jul_15_1542,m,1
,,114,m,0.2715280056,2016_Jul_15_1542,z,0
9.0,Orange,114,m,0.215297937393,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.383185148239,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.279361963272,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.271632909775,2016_Jul_15_1542,m,1
,,114,z,0.439596891403,2016_Jul_15_1542,z,1
7.0,Brown,114,m,0.359651088715,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.383243083954,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.319118022919,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.239141941071,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.167272090912,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.111586093903,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.0950930118561,2016_Jul_15_1542,m,1
,,114,m,0.119472026825,2016_Jul_15_1542,z,0
6.0,Purple,114,m,0.0951569080353,2016_Jul_15_1542,m,1
5.0,Orange,114,m,0.262964010239,2016_Jul_15_1542,m,1
7.0,DarkGray,114,m,0.367109060287,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.271357059479,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.263099908829,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.318933963776,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.279171943665,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.279010057449,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.367217063904,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.230941057205,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.279047012329,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.375265836716,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.319230079651,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.27907204628,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.310844898224,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.319078922272,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.255143880844,2016_Jul_15_1542,m,1
,,114,z,0.471270084381,2016_Jul_15_1542,z,1
7.0,Green,114,m,0.327171087265,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.278825998306,2016_Jul_15_1542,m,1
9.0,LightPink,114,m,0.303249120712,2016_Jul_15_1542,m,1
2.0,Brown,114,m,0.25509095192,2016_Jul_15_1542,m,1
4.0,Blue,114,m,0.207276105881,2016_Jul_15_1542,m,1
1.0,Red,114,m,0.270946025848,2016_Jul_15_1542,m,1
,,114,z,0.431156873703,2016_Jul_15_1542,z,1
8.0,Green,114,m,0.327031135559,2016_Jul_15_1542,m,1
6.0,Yellow,114,m,0.21501493454,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.222985029221,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.254974842072,2016_Jul_15_1542,m,1
3.0,Purple,114,m,0.271130084991,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.238950967789,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.271008014679,2016_Jul_15_1542,m,1
,,114,m,0.262935161591,2016_Jul_15_1542,z,0
4.0,Yellow,114,m,0.0947110652924,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.294585943222,2016_Jul_15_1542,m,1
,,114,z,0.478783845901,2016_Jul_15_1542,z,1
8.0,Brown,114,m,0.318817138672,2016_Jul_15_1542,m,1
,,114,z,0.502962112427,2016_Jul_15_1542,z,1
6.0,Blue,114,m,0.462893009186,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.278834819794,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.278732061386,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.238655090332,2016_Jul_15_1542,m,1
5.0,LightPink,114,m,0.238592147827,2016_Jul_15_1542,m,1
7.0,Brown,114,m,0.318808078766,2016_Jul_15_1542,m,1
3.0,Blue,114,m,0.278557062149,2016_Jul_15_1542,m,1
9.0,Red,114,m,0.198554039001,2016_Jul_15_1542,m,1
2.0,Green,114,m,0.0946969985962,2016_Jul_15_1542,m,1
,,114,m,0.222832918167,2016_Jul_15_1542,z,0
4.0,Purple,114,m,0.262802839279,2016_Jul_15_1542,m,1
1.0,Orange,114,m,0.246771097183,2016_Jul_15_1542,m,1
8.0,DarkGray,114,m,0.278585195541,2016_Jul_15_1542,m,1
6.0,Blue,114,m,0.278435945511,2016_Jul_15_1542,m,1
5.0,Red,114,m,0.28670501709,2016_Jul_15_1542,m,1
7.0,Green,114,m,0.230428934097,2016_Jul_15_1542,m,1
3.0,Yellow,114,m,0.318691015244,2016_Jul_15_1542,m,1
,,114,m,0.230770111084,2016_Jul_15_1542,z,0
1.0,LightPink,114,m,0.0624070167542,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.294576883316,2016_Jul_15_1542,m,1
6.0,Purple,114,m,0.102566957474,2016_Jul_15_1542,m,1
9.0,Orange,114,m,0.294706106186,2016_Jul_15_1542,m,1
2.0,DarkGray,114,m,0.478335142136,2016_Jul_15_1542,m,1
4.0,Yellow,114,m,0.326361179352,2016_Jul_15_1542,m,1
1.0,LightPink,114,m,0.278411865234,2016_Jul_15_1542,m,1
8.0,Brown,114,m,0.278609991074,2016_Jul_15_1542,m,1
6.0,,114,,,2016_Jul_15_1542,m,0
,Blue,115,,,2016_Jul_21_1239,m,0
9.0,Red,115,m,0.0206968784332,2016_Jul_21_1239,m,1
2.0,Green,115,m,0.388951063156,2016_Jul_21_1239,m,1
4.0,Purple,115,m,0.277271986008,2016_Jul_21_1239,m,1
1.0,Orange,115,m,0.325366973877,2016_Jul_21_1239,m,1
8.0,DarkGray,115,m,0.285163164139,2016_Jul_21_1239,m,1
,,115,z,0.437086820602,2016_Jul_21_1239,z,1
6.0,Blue,115,m,0.301108121872,2016_Jul_21_1239,m,1
5.0,Red,115,m,0.276862859726,2016_Jul_21_1239,m,1
7.0,Green,115,m,0.381199836731,2016_Jul_21_1239,m,1
,,115,m,0.492836952209,2016_Jul_21_1239,z,0
3.0,Purple,115,m,0.429164886475,2016_Jul_21_1239,m,1
1.0,Orange,115,m,0.365170955658,2016_Jul_21_1239,m,1
8.0,DarkGray,115,m,0.33279299736,2016_Jul_21_1239,m,1
6.0,Blue,115,m,0.28511095047,2016_Jul_21_1239,m,1
9.0,Red,115,m,0.284778833389,2016_Jul_21_1239,m,1
,,115,z,0.35689496994,2016_Jul_21_1239,z,1
2.0,Green,115,m,0.253069162369,2016_Jul_21_1239,m,1
,,115,z,0.396903991699,2016_Jul_21_1239,z,1
4.0,Purple,115,m,0.333101987839,2016_Jul_21_1239,m,1
5.0,Orange,115,m,0.293010950089,2016_Jul_21_1239,m,1
7.0,DarkGray,115,m,0.388829946518,2016_Jul_21_1239,m,1
3.0,Yellow,115,m,0.309085845947,2016_Jul_21_1239,m,1
1.0,LightPink,115,m,0.316666126251,2016_Jul_21_1239,m,1
8.0,Brown,115,m,0.380905866623,2016_Jul_21_1239,m,1
6.0,Purple,115,m,0.308712005615,2016_Jul_21_1239,m,1
9.0,Orange,115,m,0.284914016724,2016_Jul_21_1239,m,1
2.0,DarkGray,115,m,0.36486697197,2016_Jul_21_1239,m,1
4.0,Yellow,115,m,0.308963060379,2016_Jul_21_1239,m,1
5.0,LightPink,115,m,0.308735847473,2016_Jul_21_1239,m,1
7.0,Brown,115,m,0.26070189476,2016_Jul_21_1239,m,1
3.0,Purple,115,m,0.276772975922,2016_Jul_21_1239,m,1
9.0,Orange,115,m,0.292802810669,2016_Jul_21_1239,m,1
2.0,DarkGray,115,m,0.276547908783,2016_Jul_21_1239,m,1
4.0,Blue,115,m,0.308767080307,2016_Jul_21_1239,m,1
1.0,Red,115,m,0.236669063568,2016_Jul_21_1239,m,1
8.0,Green,115,m,0.260823965073,2016_Jul_21_1239,m,1
6.0,Purple,115,m,0.276505947113,2016_Jul_21_1239,m,1
9.0,Orange,115,m,0.268476963043,2016_Jul_21_1239,m,1
2.0,DarkGray,115,z,0.436580181122,2016_Jul_21_1239,m,0
,,115,z,0.452702045441,2016_Jul_21_1239,z,1
4.0,Yellow,115,m,0.476480960846,2016_Jul_21_1239,m,1
5.0,LightPink,115,m,0.436518907547,2016_Jul_21_1239,m,1
7.0,Brown,115,m,0.332347869873,2016_Jul_21_1239,m,1
3.0,Purple,115,m,0.316409111023,2016_Jul_21_1239,m,1
,,115,z,0.396466016769,2016_Jul_21_1239,z,1
1.0,Orange,115,m,0.300626993179,2016_Jul_21_1239,m,1
8.0,DarkGray,115,z,0.420419931412,2016_Jul_21_1239,m,0
6.0,Blue,115,m,0.500729084015,2016_Jul_21_1239,m,1
5.0,Red,115,m,0.340684175491,2016_Jul_21_1239,m,1
7.0,Green,115,m,0.39638710022,2016_Jul_21_1239,m,1
3.0,Yellow,115,m,0.420540809631,2016_Jul_21_1239,m,1
,,115,z,0.444557189941,2016_Jul_21_1239,z,1
9.0,LightPink,115,m,0.356533050537,2016_Jul_21_1239,m,1
2.0,Brown,115,m,0.33248090744,2016_Jul_21_1239,m,1
4.0,Purple,115,m,0.324485063553,2016_Jul_21_1239,m,1
5.0,Orange,115,m,0.284234046936,2016_Jul_21_1239,m,1
7.0,DarkGray,115,m,0.228226184845,2016_Jul_21_1239,m,1
3.0,Blue,115,m,0.188390016556,2016_Jul_21_1239,m,1
9.0,Red,115,m,0.236319065094,2016_Jul_21_1239,m,1
2.0,Green,115,m,0.300108194351,2016_Jul_21_1239,m,1
4.0,Purple,115,m,0.276368141174,2016_Jul_21_1239,m,1
1.0,Orange,115,m,0.268532037735,2016_Jul_21_1239,m,1
8.0,DarkGray,115,m,0.292397975922,2016_Jul_21_1239,m,1
6.0,Yellow,115,m,0.268451929092,2016_Jul_21_1239,m,1
9.0,LightPink,115,m,0.132367134094,2016_Jul_21_1239,m,1
2.0,Brown,115,m,0.316371917725,2016_Jul_21_1239,m,1
4.0,Blue,115,m,0.284276008606,2016_Jul_21_1239,m,1
5.0,Red,115,m,0.284245014191,2016_Jul_21_1239,m,1
7.0,Green,115,m,0.332137107849,2016_Jul_21_1239,m,1
3.0,Purple,115,m,0.380238056183,2016_Jul_21_1239,m,1
1.0,Orange,115,m,0.300118923187,2016_Jul_21_1239,m,1
8.0,DarkGray,115,m,0.34843993187,2016_Jul_21_1239,m,1
6.0,Yellow,115,m,0.220258951187,2016_Jul_21_1239,m,1
5.0,LightPink,115,m,0.140064001083,2016_Jul_21_1239,m,1
7.0,Brown,115,m,0.28427696228,2016_Jul_21_1239,m,1
3.0,Purple,115,m,0.292002916336,2016_Jul_21_1239,m,1
9.0,Orange,115,m,0.275954961777,2016_Jul_21_1239,m,1
2.0,DarkGray,115,m,0.308222055435,2016_Jul_21_1239,m,1
4.0,Yellow,115,m,0.300027132034,2016_Jul_21_1239,m,1
1.0,LightPink,115,m,0.308306932449,2016_Jul_21_1239,m,1
8.0,Brown,115,m,0.300233125687,2016_Jul_21_1239,m,1
6.0,Blue,115,m,0.267925977707,2016_Jul_21_1239,m,1
5.0,Red,115,m,0.292143106461,2016_Jul_21_1239,m,1
7.0,Green,115,m,0.364124059677,2016_Jul_21_1239,m,1
3.0,Yellow,115,m,0.331770896912,2016_Jul_21_1239,m,1
1.0,LightPink,115,m,0.308039903641,2016_Jul_21_1239,m,1
8.0,Brown,115,m,0.315995931625,2016_Jul_21_1239,m,1
6.0,Purple,115,m,0.284097909927,2016_Jul_21_1239,m,1
5.0,Orange,115,m,0.315890073776,2016_Jul_21_1239,m,1
7.0,DarkGray,115,m,0.300042867661,2016_Jul_21_1239,m,1
3.0,Blue,115,m,0.211934089661,2016_Jul_21_1239,m,1
1.0,Red,115,m,0.26765203476,2016_Jul_21_1239,m,1
8.0,Green,115,m,0.283684015274,2016_Jul_21_1239,m,1
6.0,Purple,115,m,0.291856050491,2016_Jul_21_1239,m,1
5.0,Orange,115,m,0.283644914627,2016_Jul_21_1239,m,1
7.0,DarkGray,115,m,0.25998210907,2016_Jul_21_1239,m,1
3.0,Blue,115,m,0.2200050354,2016_Jul_21_1239,m,1
9.0,Red,115,m,0.251909017563,2016_Jul_21_1239,m,1
2.0,Green,115,m,0.283770084381,2016_Jul_21_1239,m,1
,,115,z,0.427895069122,2016_Jul_21_1239,z,1
4.0,Purple,115,m,0.275974988937,2016_Jul_21_1239,m,1
5.0,Orange,115,m,0.371872186661,2016_Jul_21_1239,m,1
7.0,DarkGray,115,m,0.283718109131,2016_Jul_21_1239,m,1
