dot_values,colour_values,participant,response,response_time,date,correct_response,answered_correctly
8.0,Brown,112,m,0.267056941986,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.459028959274,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.307020902634,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.275087833405,2016_Jul_15_1138,m,1
,,112,m,0.146937847137,2016_Jul_15_1138,z,0
3.0,Purple,112,m,0.579223871231,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.139121055603,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.363126039505,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.242909908295,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.251235961914,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.323011159897,2016_Jul_15_1138,m,1
,,112,m,0.0987839698792,2016_Jul_15_1138,z,0
3.0,Purple,112,m,0.458926916122,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.147027015686,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.0430960655212,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.290842056274,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.267050981522,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.307013034821,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.251111984253,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.258811950684,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.242672204971,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.139145851135,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.114694833755,2016_Jul_15_1138,m,1
,,112,,,2016_Jul_15_1138,z,0
7.0,DarkGray,112,m,0.56279706955,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.146645069122,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.314788818359,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.0427911281586,2016_Jul_15_1138,m,1
,,112,,,2016_Jul_15_1138,z,0
6.0,Yellow,112,m,0.282822847366,2016_Jul_15_1138,m,1
5.0,LightPink,112,,,2016_Jul_15_1138,m,0
7.0,Brown,112,m,0.530602931976,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.330863952637,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.458649873734,2016_Jul_15_1138,m,1
2.0,DarkGray,112,,,2016_Jul_15_1138,m,0
4.0,Yellow,112,,,2016_Jul_15_1138,m,0
1.0,LightPink,112,m,0.306562900543,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.306740999222,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.266694068909,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.234809875488,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.282370090485,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.298743009567,2016_Jul_15_1138,m,1
,,112,z,0.538546085358,2016_Jul_15_1138,z,1
9.0,Orange,112,m,0.338775873184,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.19446015358,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.202414989471,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.27451300621,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.20271396637,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.242597103119,2016_Jul_15_1138,m,1
,,112,z,0.514420986176,2016_Jul_15_1138,z,1
9.0,Orange,112,m,0.362290859222,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.162405967712,2016_Jul_15_1138,m,1
,,112,m,0.146644830704,2016_Jul_15_1138,z,0
4.0,Blue,112,m,0.5302298069,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.266378164291,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.282492876053,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.23433303833,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.362519979477,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.306201934814,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.29817199707,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.354300022125,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.434278964996,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.338173151016,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.290521860123,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.282337903976,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.250407934189,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.274086952209,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.298261880875,2016_Jul_15_1138,m,1
,,112,z,0.442097902298,2016_Jul_15_1138,z,1
3.0,Blue,112,m,0.442365169525,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.178377866745,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.0661928653717,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.210129976273,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.170286893845,2016_Jul_15_1138,m,1
,,112,m,0.162248134613,2016_Jul_15_1138,z,0
2.0,Brown,112,m,0.322180986404,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.0981018543243,2016_Jul_15_1138,m,1
1.0,Red,112,,,2016_Jul_15_1138,m,0
8.0,Green,112,m,0.00983190536499,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.129885911942,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.225829124451,2016_Jul_15_1138,m,1
,,112,z,0.489941120148,2016_Jul_15_1138,z,1
7.0,DarkGray,112,m,0.425679922104,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.226111888885,2016_Jul_15_1138,m,1
,,112,m,0.0580880641937,2016_Jul_15_1138,z,0
9.0,Red,112,m,0.441701889038,2016_Jul_15_1138,m,1
,,112,m,0.20981502533,2016_Jul_15_1138,z,0
2.0,Green,112,m,0.290066957474,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.313923120499,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.305912971497,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.337929964066,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.401980876923,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.361710071564,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.577633857727,2016_Jul_15_1138,m,1
6.0,Blue,112,,,2016_Jul_15_1138,m,0
5.0,Red,112,m,0.425626993179,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.401967048645,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.321974039078,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.281980037689,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.377532958984,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.305603981018,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.305603027344,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.27383518219,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.289459943771,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.321720123291,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.2895860672,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.249423980713,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.329480886459,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.32951593399,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.265857934952,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.32136297226,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.48948097229,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.393754005432,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.353642940521,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.337630987167,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.36142206192,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.409455060959,2016_Jul_15_1138,m,1
,,112,z,0.457679033279,2016_Jul_15_1138,z,1
2.0,DarkGray,112,m,0.46538901329,2016_Jul_15_1138,m,1
,,112,z,0.51328086853,2016_Jul_15_1138,z,1
4.0,Yellow,112,m,0.37761592865,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.321387052536,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.225612878799,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.233345031738,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.297331094742,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.273527860641,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.321360826492,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.361084938049,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.409481048584,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.425252914429,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.489103078842,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.433336019516,2016_Jul_15_1138,m,1
,,112,z,0.489180088043,2016_Jul_15_1138,z,1
3.0,Purple,112,m,0.369319915771,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.265232086182,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.201309919357,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.30510020256,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.321187019348,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.265283823013,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.289130926132,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.297240972519,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.353145837784,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.329158782959,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.41712808609,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.481153964996,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.488971948624,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.537108898163,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.529273986816,2016_Jul_15_1138,m,1
,,112,z,0.528934955597,2016_Jul_15_1138,z,1
6.0,Yellow,112,m,0.481318950653,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.312787055969,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.320964097977,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.224814891815,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.249132871628,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.257071018219,2016_Jul_15_1138,m,1
,,112,z,0.48876786232,2016_Jul_15_1138,z,1
3.0,Yellow,112,m,0.416992902756,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.289109945297,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.328700065613,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.344933986664,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.328683137894,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.48898601532,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.352861881256,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.360687971115,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.392706155777,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.472718000412,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.480897903442,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.512904882431,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.528798818588,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.504882097244,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.504799127579,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.456633806229,2016_Jul_15_1138,m,1
5.0,Orange,112,,,2016_Jul_15_1138,m,0
7.0,DarkGray,112,m,0.0646481513977,2016_Jul_15_1138,m,1
3.0,Blue,112,,,2016_Jul_15_1138,m,0
1.0,Red,112,m,0.600816965103,2016_Jul_15_1138,m,1
,,112,z,0.512497901917,2016_Jul_15_1138,z,1
8.0,Green,112,m,0.328783035278,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.104578971863,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.21676492691,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.272395133972,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.0886280536652,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.120773077011,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.0804588794708,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.128644943237,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.144451856613,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.168684005737,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.136391878128,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.136718034744,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.112550020218,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.312201976776,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.280483007431,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.31222319603,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.296270847321,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.296317100525,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.24832201004,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.184448003769,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.24019408226,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.248198032379,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.224157094955,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.272428035736,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.344303846359,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.304306983948,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.440222978592,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.544137954712,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.544115066528,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.544027090073,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.576145172119,2016_Jul_15_1138,m,1
6.0,Yellow,112,,,2016_Jul_15_1138,m,0
5.0,LightPink,112,,,2016_Jul_15_1138,m,0
7.0,Brown,112,,,2016_Jul_15_1138,m,0
3.0,Blue,112,m,0.560045957565,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.528168201447,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.496058940887,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.448309898376,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.431838989258,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.447863101959,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.400188207626,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.368052005768,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.375921964645,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.312188148499,2016_Jul_15_1138,m,1
,,112,z,0.448251008987,2016_Jul_15_1138,z,1
9.0,Orange,112,m,0.327773809433,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.295953989029,2016_Jul_15_1138,m,1
,,112,z,0.584019899368,2016_Jul_15_1138,z,1
4.0,Blue,112,m,0.376043081284,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.319753885269,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.319858074188,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.287688970566,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.295729875565,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.359886169434,2016_Jul_15_1138,m,1
,,112,z,0.47999215126,2016_Jul_15_1138,z,1
3.0,Blue,112,m,0.4478931427,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.335558176041,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.303904056549,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.231935024261,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.343546867371,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.319816112518,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.295526027679,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.319920063019,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.423649072647,2016_Jul_15_1138,m,1
,,112,z,0.439551830292,2016_Jul_15_1138,z,1
6.0,Yellow,112,m,0.303484916687,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.239692926407,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.279870986938,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.287479877472,2016_Jul_15_1138,m,1
,,112,z,0.487653017044,2016_Jul_15_1138,z,1
5.0,Red,112,,,2016_Jul_15_1138,m,0
7.0,Green,112,m,0.527542114258,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.463639974594,2016_Jul_15_1138,m,1
,,112,z,0.375569105148,2016_Jul_15_1138,z,1
1.0,Orange,112,m,0.183704853058,2016_Jul_15_1138,m,1
,,112,m,0.159534215927,2016_Jul_15_1138,z,0
8.0,DarkGray,112,m,0.543637990952,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.599606990814,2016_Jul_15_1138,m,1
9.0,LightPink,112,m,0.487437009811,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.375446081161,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.255594015121,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.271231174469,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.463581800461,2016_Jul_15_1138,m,1
3.0,Yellow,112,m,0.559242010117,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.455471038818,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.439357995987,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.407540082932,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.439080953598,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.431086063385,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.375343084335,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.415212869644,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.423084974289,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.423072099686,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.43138885498,2016_Jul_15_1138,m,1
,,112,z,0.479282140732,2016_Jul_15_1138,z,1
2.0,DarkGray,112,m,0.223346948624,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.263056993484,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.295157909393,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.223140001297,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.335296869278,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.495188951492,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.351105928421,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.367144107819,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.303025960922,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.487221002579,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.359046936035,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.319063901901,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.278959035873,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.295040845871,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.359086990356,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.3589220047,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.398915052414,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.407056093216,2016_Jul_15_1138,m,1
,,112,z,0.470679998398,2016_Jul_15_1138,z,1
8.0,DarkGray,112,m,0.350922107697,2016_Jul_15_1138,m,1
,,112,m,0.247122049332,2016_Jul_15_1138,z,0
6.0,Blue,112,m,0.519003152847,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.406987190247,2016_Jul_15_1138,m,1
,,112,,,2016_Jul_15_1138,z,0
2.0,Green,112,,,2016_Jul_15_1138,m,0
,,112,z,0.447026014328,2016_Jul_15_1138,z,1
4.0,Yellow,112,m,0.21488904953,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.238728046417,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.247028827667,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.23876786232,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.190652132034,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.118857145309,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.126750946045,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.246742963791,2016_Jul_15_1138,m,1
,,112,z,0.422658920288,2016_Jul_15_1138,z,1
2.0,Green,112,m,0.246606111526,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.222422838211,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.206568002701,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.230746030807,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.198829889297,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.0866639614105,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.198436021805,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.214386940002,2016_Jul_15_1138,m,1
5.0,Orange,112,m,0.174562931061,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.254708051682,2016_Jul_15_1138,m,1
,,112,z,0.414600849152,2016_Jul_15_1138,z,1
3.0,Blue,112,m,0.310523033142,2016_Jul_15_1138,m,1
,,112,m,0.238497972488,2016_Jul_15_1138,z,0
1.0,Red,112,m,0.406294107437,2016_Jul_15_1138,m,1
,,112,z,0.438687086105,2016_Jul_15_1138,z,1
8.0,Green,112,m,0.342375993729,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.262503862381,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.238508939743,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.30246090889,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.302587985992,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.286466836929,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.286505222321,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.366126060486,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.374485015869,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.422435045242,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.438276052475,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.454348087311,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.438194990158,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.398209095001,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.414309978485,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.406375169754,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.398262023926,2016_Jul_15_1138,m,1
,,112,z,0.454348087311,2016_Jul_15_1138,z,1
9.0,LightPink,112,m,0.374290943146,2016_Jul_15_1138,m,1
2.0,Brown,112,m,0.342271089554,2016_Jul_15_1138,m,1
4.0,Blue,112,m,0.27020907402,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.270267009735,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.269889116287,2016_Jul_15_1138,m,1
6.0,Yellow,112,m,0.278076887131,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.318078041077,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.326019048691,2016_Jul_15_1138,m,1
3.0,Blue,112,m,0.357863903046,2016_Jul_15_1138,m,1
1.0,Red,112,m,0.406079053879,2016_Jul_15_1138,m,1
8.0,Green,112,m,0.374191999435,2016_Jul_15_1138,m,1
6.0,Purple,112,m,0.309970855713,2016_Jul_15_1138,m,1
,,112,z,0.429951906204,2016_Jul_15_1138,z,1
5.0,Orange,112,m,0.286057949066,2016_Jul_15_1138,m,1
7.0,DarkGray,112,m,0.278057098389,2016_Jul_15_1138,m,1
,,112,m,0.22979593277,2016_Jul_15_1138,z,0
3.0,Blue,112,m,0.36601805687,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.293982028961,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.293823957443,2016_Jul_15_1138,m,1
4.0,Purple,112,m,0.205765962601,2016_Jul_15_1138,m,1
1.0,Orange,112,m,0.237892866135,2016_Jul_15_1138,m,1
8.0,DarkGray,112,m,0.261683940887,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.365813970566,2016_Jul_15_1138,m,1
9.0,Red,112,m,0.374050855637,2016_Jul_15_1138,m,1
2.0,Green,112,m,0.389967918396,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.365924119949,2016_Jul_15_1138,m,1
1.0,LightPink,112,m,0.40561413765,2016_Jul_15_1138,m,1
8.0,Brown,112,m,0.381640195847,2016_Jul_15_1138,m,1
6.0,Blue,112,m,0.365999937057,2016_Jul_15_1138,m,1
5.0,Red,112,m,0.341818094254,2016_Jul_15_1138,m,1
7.0,Green,112,m,0.357456922531,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.333487033844,2016_Jul_15_1138,m,1
,,112,z,0.461636066437,2016_Jul_15_1138,z,1
9.0,Orange,112,m,0.325493097305,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.293682813644,2016_Jul_15_1138,m,1
4.0,Yellow,112,m,0.285588026047,2016_Jul_15_1138,m,1
5.0,LightPink,112,m,0.317788124084,2016_Jul_15_1138,m,1
7.0,Brown,112,m,0.341608047485,2016_Jul_15_1138,m,1
3.0,Purple,112,m,0.357428073883,2016_Jul_15_1138,m,1
9.0,Orange,112,m,0.397513866425,2016_Jul_15_1138,m,1
2.0,DarkGray,112,m,0.413335084915,2016_Jul_15_1138,m,1
4.0,,112,m,0.469563007355,2016_Jul_15_1138,m,1
,Blue,113,,,2016_Jul_15_1448,m,0
1.0,Red,113,m,0.210134029388,2016_Jul_15_1448,m,1
8.0,Green,113,m,0.586229085922,2016_Jul_15_1448,m,1
6.0,Yellow,113,m,0.434507131577,2016_Jul_15_1448,m,1
5.0,LightPink,113,m,0.290453910828,2016_Jul_15_1448,m,1
7.0,Brown,113,m,0.0743188858032,2016_Jul_15_1448,m,1
3.0,Blue,113,,,2016_Jul_15_1448,m,0
9.0,Red,113,m,0.506544113159,2016_Jul_15_1448,m,1
2.0,Green,113,m,0.426333189011,2016_Jul_15_1448,m,1
4.0,Yellow,113,m,0.394366979599,2016_Jul_15_1448,m,1
1.0,LightPink,113,m,0.306429862976,2016_Jul_15_1448,m,1
8.0,Brown,113,m,0.154487133026,2016_Jul_15_1448,m,1
,,113,m,0.0422620773315,2016_Jul_15_1448,z,0
6.0,Purple,113,m,0.386473894119,2016_Jul_15_1448,m,1
9.0,Orange,113,m,0.370316982269,2016_Jul_15_1448,m,1
2.0,DarkGray,113,m,0.130431890488,2016_Jul_15_1448,m,1
4.0,Blue,113,m,0.274126768112,2016_Jul_15_1448,m,1
5.0,Red,113,m,0.28225684166,2016_Jul_15_1448,m,1
7.0,Green,113,m,0.314013957977,2016_Jul_15_1448,m,1
3.0,Yellow,113,m,0.298110961914,2016_Jul_15_1448,m,1
,,113,z,0.346212863922,2016_Jul_15_1448,z,1
9.0,LightPink,113,m,0.282295942307,2016_Jul_15_1448,m,1
2.0,Brown,113,m,0.186038017273,2016_Jul_15_1448,m,1
4.0,Blue,113,m,0.17023396492,2016_Jul_15_1448,m,1
1.0,Red,113,m,0.22599697113,2016_Jul_15_1448,m,1
